,REF_DATE,GEO,Number_of_Households,Housing completions,Housing starts,Housing under construction,House only NHPI,Land only NHPI,Total (house and land) NHPI
376,1979-07-01,Quebec,2103,31456.0,25724.3,54926.0,,,
377,1979-07-01,Canada,7970,153855.0,129863.0,358953.0,,,
378,1979-08-01,Alberta,701,7816.652173913044,7664.852173913043,22091.391304347824,,,
379,1979-08-01,British Columbia,955,8746.304347826088,8523.304347826086,24118.78260869565,,,
380,1979-08-01,Manitoba,349,10605.608695652174,10240.208695652174,28173.565217391304,,,
381,1979-08-01,New Brunswick,208,11535.260869565218,11098.660869565218,30200.95652173913,,,
382,1979-08-01,Newfoundland and Labrador,144,12464.91304347826,11957.11304347826,32228.34782608696,,,
383,1979-08-01,Ontario,2891,14324.217391304348,13674.017391304347,36283.13043478261,,,
384,1979-08-01,Prince Edward Island,36,15253.869565217392,14532.46956521739,38310.52173913043,,,
385,1979-08-01,Quebec,2103,16183.521739130436,15390.921739130436,40337.91304347826,,,
386,1979-08-01,Canada,7970,9675.95652173913,9381.756521739131,26146.17391304348,,,
387,1979-09-01,Alberta,701,18042.82608695652,17107.82608695652,44392.69565217391,,,
388,1979-09-01,British Columbia,955,18972.478260869568,17966.278260869563,46420.086956521736,,,
389,1979-09-01,Manitoba,349,20831.78260869565,19683.182608695653,50474.86956521739,,,
390,1979-09-01,New Brunswick,208,21761.434782608696,20541.634782608697,52502.260869565216,,,
391,1979-09-01,Newfoundland and Labrador,144,22691.08695652174,21400.08695652174,54529.65217391304,,,
392,1979-09-01,Ontario,2891,24550.391304347828,23116.99130434783,58584.434782608696,,,
393,1979-09-01,Prince Edward Island,36,25480.04347826087,23975.443478260877,60611.82608695652,,,
394,1979-09-01,Quebec,2103,26409.695652173912,24833.89565217392,62639.21739130434,,,
395,1979-09-01,Canada,7970,19902.130434782608,18824.73043478261,48447.47826086957,,,
396,1979-10-01,Alberta,701,28269.0,26550.8,66694.0,,,
397,1979-10-01,British Columbia,955,16470.0,19797.8,37694.0,,,
398,1979-10-01,Manitoba,349,6471.0,1719.5,13660.0,,,
399,1979-10-01,New Brunswick,208,3861.0,2080.5,4263.0,,,
400,1979-10-01,Newfoundland and Labrador,144,1972.0,1502.8,6143.0,,,
401,1979-10-01,Ontario,2891,59494.0,45001.0,120980.0,,,
402,1979-10-01,Prince Edward Island,36,665.0,527.7,999.0,,,
403,1979-10-01,Quebec,2103,28984.0,29256.5,54540.0,,,
404,1979-10-01,Canada,7970,156812.0,138529.0,335582.0,,,
405,1979-11-01,Alberta,701,7884.173913043478,9345.682608695652,23263.869565217392,,,
406,1979-11-01,British Columbia,955,8556.347826086956,9583.865217391303,24779.739130434784,,,
407,1979-11-01,Manitoba,349,9900.695652173912,10060.230434782608,27811.478260869564,,,
408,1979-11-01,New Brunswick,208,10572.869565217392,10298.41304347826,29327.34782608696,,,
409,1979-11-01,Newfoundland and Labrador,144,11245.04347826087,10536.595652173914,30843.217391304348,,,
410,1979-11-01,Ontario,2891,12589.391304347826,11012.960869565217,33874.95652173913,,,
411,1979-11-01,Prince Edward Island,36,13261.565217391304,11251.14347826087,35390.82608695652,,,
412,1979-11-01,Quebec,2103,13933.739130434782,11489.326086956522,36906.69565217391,,,
413,1979-11-01,Canada,7970,9228.521739130434,9822.047826086957,26295.608695652176,,,
414,1979-12-01,Alberta,701,15278.08695652174,11965.691304347827,39938.434782608696,,,
415,1979-12-01,British Columbia,955,15950.260869565218,12203.87391304348,41454.30434782609,,,
416,1979-12-01,Manitoba,349,17294.608695652176,12680.239130434784,44486.04347826087,,,
417,1979-12-01,New Brunswick,208,17966.782608695652,12918.421739130436,46001.91304347826,,,
418,1979-12-01,Newfoundland and Labrador,144,18638.95652173913,13156.604347826087,47517.78260869565,,,
419,1979-12-01,Ontario,2891,19983.304347826088,13632.96956521739,50549.52173913043,,,
420,1979-12-01,Prince Edward Island,36,20655.478260869564,13871.152173913044,52065.391304347824,,,
421,1979-12-01,Quebec,2103,21327.652173913044,14109.334782608696,53581.260869565216,,,
422,1979-12-01,Canada,7970,16622.434782608696,12442.05652173913,42970.17391304347,,,
423,1980-01-01,Alberta,739,22672.0,14585.7,56613.0,,,
424,1980-01-01,British Columbia,990,13444.0,20085.6,43324.0,,,
425,1980-01-01,Manitoba,355,4369.0,619.2,9829.0,,,
426,1980-01-01,New Brunswick,213,1240.0,146.8,3167.0,,,
427,1980-01-01,Newfoundland and Labrador,147,1711.0,755.9,5175.0,,,
428,1980-01-01,Ontario,2960,36331.0,19847.0,104362.0,,,
429,1980-01-01,Prince Edward Island,37,409.0,266.8,854.0,,,
430,1980-01-01,Quebec,2156,20469.0,9725.4,42242.0,,,
431,1980-01-01,Canada,8194,107352.0,70970.0,293608.0,,,
432,1980-02-01,Alberta,739,4511.608695652174,3521.2478260869566,21696.565217391304,,,
433,1980-02-01,British Columbia,990,5260.217391304348,4159.895652173913,22994.130434782608,,,
434,1980-02-01,Manitoba,355,6757.434782608696,5437.191304347825,25589.260869565216,,,
435,1980-02-01,New Brunswick,213,7506.04347826087,6075.839130434782,26886.82608695652,,,
436,1980-02-01,Newfoundland and Labrador,147,8254.652173913044,6714.486956521739,28184.391304347824,,,
437,1980-02-01,Ontario,2960,9751.869565217392,7991.782608695652,30779.521739130432,,,
438,1980-02-01,Prince Edward Island,37,10500.478260869564,8630.430434782607,32077.086956521736,,,
439,1980-02-01,Quebec,2156,11249.08695652174,9269.078260869564,33374.65217391304,,,
440,1980-02-01,Canada,8194,6008.826086956522,4798.543478260869,24291.695652173912,,,
441,1980-03-01,Alberta,739,12746.304347826086,10546.373913043475,35969.78260869565,,,
442,1980-03-01,British Columbia,990,13494.91304347826,11185.021739130434,37267.34782608696,,,
443,1980-03-01,Manitoba,355,14992.130434782608,12462.317391304348,39862.47826086957,,,
444,1980-03-01,New Brunswick,213,15740.739130434782,13100.965217391304,41160.04347826087,,,
445,1980-03-01,Newfoundland and Labrador,147,16489.347826086956,13739.61304347826,42457.608695652176,,,
446,1980-03-01,Ontario,2960,17986.565217391304,15016.908695652171,45052.739130434784,,,
447,1980-03-01,Prince Edward Island,37,18735.17391304348,15655.556521739129,46350.30434782608,,,
448,1980-03-01,Quebec,2156,19483.78260869565,16294.204347826086,47647.86956521739,,,
449,1980-03-01,Canada,8194,14243.521739130434,11823.669565217391,38564.91304347826,,,
450,1980-04-01,Alberta,739,20981.0,17571.5,50243.0,,,
451,1980-04-01,British Columbia,990,15349.0,20323.4,48208.0,,,
452,1980-04-01,Manitoba,355,2576.0,1956.8,9075.0,,,
453,1980-04-01,New Brunswick,213,1314.0,1966.5,3815.0,,,
454,1980-04-01,Newfoundland and Labrador,147,1822.0,2678.7,6022.0,,,
455,1980-04-01,Ontario,2960,35556.0,25401.8,94330.0,,,
456,1980-04-01,Prince Edward Island,37,476.0,174.2,552.0,,,
457,1980-04-01,Quebec,2156,19851.0,20472.1,42408.0,,,
458,1980-04-01,Canada,8194,106867.0,96022.2,276740.0,,,
459,1980-05-01,Alberta,739,5956.826086956522,4880.730434782608,18875.95652173913,,,
460,1980-05-01,British Columbia,990,6639.652173913044,5798.260869565217,20443.91304347826,,,
461,1980-05-01,Manitoba,355,8005.304347826087,7633.321739130435,23579.82608695652,,,
462,1980-05-01,New Brunswick,213,8688.130434782608,8550.852173913045,25147.78260869565,,,
463,1980-05-01,Newfoundland and Labrador,147,9370.95652173913,9468.382608695652,26715.739130434784,,,
464,1980-05-01,Ontario,2960,10736.608695652174,11303.44347826087,29851.652173913044,,,
465,1980-05-01,Prince Edward Island,37,11419.434782608696,12220.97391304348,31419.608695652176,,,
466,1980-05-01,Quebec,2156,12102.260869565218,13138.504347826089,32987.565217391304,,,
467,1980-05-01,Canada,8194,7322.478260869565,6715.791304347826,22011.869565217392,,,
468,1980-06-01,Alberta,739,13467.91304347826,14973.565217391304,36123.47826086957,,,
469,1980-06-01,British Columbia,990,14150.739130434782,15891.095652173914,37691.434782608696,,,
470,1980-06-01,Manitoba,355,15516.391304347826,17726.15652173913,40827.34782608696,,,
471,1980-06-01,New Brunswick,213,16199.217391304348,18643.68695652174,42395.30434782609,,,
472,1980-06-01,Newfoundland and Labrador,147,16882.04347826087,19561.217391304348,43963.260869565216,,,
473,1980-06-01,Ontario,2960,18247.695652173912,21396.278260869567,47099.17391304348,,,
474,1980-06-01,Prince Edward Island,37,18930.52173913044,22313.808695652177,48667.13043478261,,,
475,1980-06-01,Quebec,2156,19613.34782608696,23231.339130434782,50235.08695652174,,,
476,1980-06-01,Canada,8194,14833.565217391304,16808.626086956523,39259.391304347824,,,
477,1980-07-01,Alberta,739,20979.0,25066.4,53371.0,,,
478,1980-07-01,British Columbia,990,20802.0,22972.6,49954.0,,,
479,1980-07-01,Manitoba,355,2920.0,2019.5,7262.0,,,
480,1980-07-01,New Brunswick,213,1974.0,2177.2,3974.0,,,
481,1980-07-01,Newfoundland and Labrador,147,1280.0,3708.2,8523.0,,,
482,1980-07-01,Ontario,2960,35553.0,26365.4,85663.0,,,
483,1980-07-01,Prince Edward Island,37,318.0,372.4,606.0,,,
484,1980-07-01,Quebec,2156,25042.0,20671.3,36309.0,,,
485,1980-07-01,Canada,8194,115501.0,109953.4,267424.0,,,
486,1980-08-01,Alberta,739,5474.95652173913,4875.591304347826,18152.0,,,
487,1980-08-01,British Columbia,990,6228.913043478261,5664.082608695652,19752.0,,,
488,1980-08-01,Manitoba,355,7736.826086956522,7241.065217391305,22952.0,,,
489,1980-08-01,New Brunswick,213,8490.782608695652,8029.556521739131,24552.0,,,
490,1980-08-01,Newfoundland and Labrador,147,9244.739130434782,8818.047826086957,26152.0,,,
491,1980-08-01,Ontario,2960,10752.652173913044,10395.03043478261,29352.0,,,
492,1980-08-01,Prince Edward Island,37,11506.608695652172,11183.521739130436,30952.0,,,
493,1980-08-01,Quebec,2156,12260.565217391304,11972.013043478262,32552.0,,,
494,1980-08-01,Canada,8194,6982.869565217391,6452.573913043479,21352.0,,,
495,1980-09-01,Alberta,739,13768.478260869564,13548.995652173917,35752.0,,,
496,1980-09-01,British Columbia,990,14522.434782608694,14337.48695652174,37352.0,,,
497,1980-09-01,Manitoba,355,16030.347826086956,15914.469565217394,40552.0,,,
498,1980-09-01,New Brunswick,213,16784.304347826088,16702.96086956522,42152.0,,,
499,1980-09-01,Newfoundland and Labrador,147,17538.260869565216,17491.452173913047,43752.0,,,
500,1980-09-01,Ontario,2960,19046.17391304348,19068.4347826087,46952.0,,,
501,1980-09-01,Prince Edward Island,37,19800.130434782608,19856.92608695653,48552.0,,,
502,1980-09-01,Quebec,2156,20554.086956521736,20645.41739130435,50152.0,,,
503,1980-09-01,Canada,8194,15276.391304347826,15125.978260869568,38952.0,,,
504,1980-10-01,Alberta,739,22062.0,22222.4,53352.0,,,
505,1980-10-01,British Columbia,990,21817.0,26806.6,56847.0,,,
506,1980-10-01,Manitoba,355,1841.0,1581.3,7010.0,,,
507,1980-10-01,New Brunswick,213,2257.0,1112.0,2821.0,,,
508,1980-10-01,Newfoundland and Labrador,147,1497.0,1288.4,8298.0,,,
509,1980-10-01,Ontario,2960,32478.0,30234.4,83661.0,,,
510,1980-10-01,Prince Edward Island,37,480.0,265.3,379.0,,,
511,1980-10-01,Quebec,2156,18464.0,21212.0,38695.0,,,
512,1980-10-01,Canada,8194,108064.0,112405.0,273040.0,,,
513,1980-11-01,Alberta,739,5707.521739130435,4678.7,17018.0,,,
514,1980-11-01,British Columbia,990,6254.04347826087,5200.4,18595.0,,,
515,1980-11-01,Manitoba,355,7347.086956521739,6243.8,21749.0,,,
516,1980-11-01,New Brunswick,213,7893.608695652174,6765.5,23326.0,,,
517,1980-11-01,Newfoundland and Labrador,147,8440.130434782608,7287.200000000001,24903.0,,,
518,1980-11-01,Ontario,2960,9533.173913043478,8330.6,28057.0,,,
519,1980-11-01,Prince Edward Island,37,10079.695652173912,8852.3,29634.0,,,
520,1980-11-01,Quebec,2156,10626.217391304348,9374.0,31211.0,,,
521,1980-11-01,Canada,8194,6800.565217391304,5722.1,20172.0,,,
522,1980-12-01,Alberta,739,11719.260869565216,10417.4,34365.0,,,
523,1980-12-01,British Columbia,990,12265.782608695652,10939.1,35942.0,,,
524,1980-12-01,Manitoba,355,13358.826086956522,11982.5,39096.0,,,
525,1980-12-01,New Brunswick,213,13905.347826086956,12504.2,40673.0,,,
526,1980-12-01,Newfoundland and Labrador,147,14451.86956521739,13025.9,42250.0,,,
527,1980-12-01,Ontario,2960,15544.91304347826,14069.3,45404.0,,,
528,1980-12-01,Prince Edward Island,37,16091.434782608696,14591.0,46981.0,,,
529,1980-12-01,Quebec,2156,16637.95652173913,15112.7,48558.0,,,
530,1980-12-01,Canada,8194,12812.304347826086,11460.8,37519.0,,,
531,1981-01-01,Alberta,777,17731.0,16156.1,51712.0,,,
532,1981-01-01,British Columbia,1025,24059.0,23399.5,53653.0,,,
533,1981-01-01,Manitoba,361,3184.0,1266.8,5082.0,,,
534,1981-01-01,New Brunswick,218,1532.0,857.9,2132.0,,,
535,1981-01-01,Newfoundland and Labrador,151,2955.0,744.8,6027.0,,,
536,1981-01-01,Ontario,3030,20982.0,12549.2,72055.0,,,
537,1981-01-01,Prince Edward Island,38,272.0,58.2,165.0,,,
538,1981-01-01,Quebec,2209,14136.0,9913.9,34410.0,,,
539,1981-01-01,Canada,8420,91614.0,69623.0,244878.0,36.1,40.6,38.2
540,1981-02-01,Alberta,777,5095.304347826087,4367.504347826087,16192.434782608696,,,
541,1981-02-01,British Columbia,1025,5716.608695652174,5494.108695652174,18246.869565217392,,,
542,1981-02-01,Manitoba,361,6959.217391304348,7747.317391304348,22355.739130434784,,,
543,1981-02-01,New Brunswick,218,7580.521739130435,8873.921739130436,24410.17391304348,,,
544,1981-02-01,Newfoundland and Labrador,151,8201.826086956522,10000.52608695652,26464.60869565217,,,
545,1981-02-01,Ontario,3030,9444.434782608696,12253.734782608695,30573.478260869564,,,
546,1981-02-01,Prince Edward Island,38,10065.739130434784,13380.339130434782,32627.91304347826,,,
547,1981-02-01,Quebec,2209,10687.04347826087,14506.94347826087,34682.34782608696,,,
548,1981-02-01,Canada,8420,6337.913043478261,6620.713043478261,20301.304347826088,36.5,41.0,38.7
549,1981-03-01,Alberta,777,11929.652173913044,16760.152173913044,38791.21739130434,,,
550,1981-03-01,British Columbia,1025,12550.956521739132,17886.75652173913,40845.65217391304,,,
551,1981-03-01,Manitoba,361,13793.565217391304,20139.965217391305,44954.52173913043,,,
552,1981-03-01,New Brunswick,218,14414.869565217392,21266.569565217396,47008.95652173913,,,
553,1981-03-01,Newfoundland and Labrador,151,15036.17391304348,22393.17391304348,49063.391304347824,,,
554,1981-03-01,Ontario,3030,16278.782608695652,24646.38260869565,53172.260869565216,,,
555,1981-03-01,Prince Edward Island,38,16900.08695652174,25772.98695652174,55226.69565217391,,,
556,1981-03-01,Quebec,2209,17521.391304347828,26899.59130434783,57281.13043478261,,,
557,1981-03-01,Canada,8420,13172.260869565218,19013.36086956522,42900.086956521736,37.3,41.1,39.3
558,1981-04-01,Alberta,777,18764.0,29152.8,61390.0,,,
559,1981-04-01,British Columbia,1025,22402.0,29514.6,60013.0,,,
560,1981-04-01,Manitoba,361,2113.0,2733.2,5086.0,,,
561,1981-04-01,New Brunswick,218,828.0,2022.6,3229.0,,,
562,1981-04-01,Newfoundland and Labrador,151,1420.0,2134.4,6724.0,,,
563,1981-04-01,Ontario,3030,28210.0,42194.8,84946.0,,,
564,1981-04-01,Prince Edward Island,38,94.0,240.3,282.0,,,
565,1981-04-01,Quebec,2209,19234.0,31058.6,44851.0,,,
566,1981-04-01,Canada,8420,99616.0,146135.6,286246.0,38.1,41.2,39.9
567,1981-05-01,Alberta,777,4722.260869565217,5751.273913043478,16964.565217391304,,,
568,1981-05-01,British Columbia,1025,5681.521739130435,6698.547826086957,18877.130434782608,,,
569,1981-05-01,Manitoba,361,7600.04347826087,8593.095652173914,22702.260869565216,,,
570,1981-05-01,New Brunswick,218,8559.304347826088,9540.369565217392,24614.82608695652,,,
571,1981-05-01,Newfoundland and Labrador,151,9518.565217391304,10487.64347826087,26527.391304347824,,,
572,1981-05-01,Ontario,3030,11437.08695652174,12382.191304347827,30352.521739130432,,,
573,1981-05-01,Prince Edward Island,38,12396.347826086956,13329.465217391304,32265.08695652174,,,
574,1981-05-01,Quebec,2209,13355.608695652174,14276.739130434782,34177.65217391304,,,
575,1981-05-01,Canada,8420,6640.782608695652,7645.821739130435,20789.695652173912,38.9,41.5,40.6
576,1981-06-01,Alberta,777,15274.130434782608,16171.28695652174,38002.78260869565,,,
577,1981-06-01,British Columbia,1025,16233.391304347826,17118.56086956522,39915.34782608696,,,
578,1981-06-01,Manitoba,361,18151.91304347826,19013.108695652176,43740.47826086957,,,
579,1981-06-01,New Brunswick,218,19111.17391304348,19960.38260869565,45653.04347826087,,,
580,1981-06-01,Newfoundland and Labrador,151,20070.434782608696,20907.656521739133,47565.608695652176,,,
581,1981-06-01,Ontario,3030,21988.95652173913,22802.20434782609,51390.739130434784,,,
582,1981-06-01,Prince Edward Island,38,22948.217391304348,23749.478260869564,53303.30434782609,,,
583,1981-06-01,Quebec,2209,23907.478260869564,24696.75217391304,55215.86956521739,,,
584,1981-06-01,Canada,8420,17192.652173913044,18065.834782608697,41827.91304347826,39.1,41.6,40.8
585,1981-07-01,Alberta,777,25826.0,26591.3,59041.0,,,
586,1981-07-01,British Columbia,1025,21963.0,31960.9,68867.0,,,
587,1981-07-01,Manitoba,361,2275.0,1314.5,4052.0,,,
588,1981-07-01,New Brunswick,218,1104.0,889.0,3009.0,,,
589,1981-07-01,Newfoundland and Labrador,151,2224.0,2890.5,7369.0,,,
590,1981-07-01,Ontario,3030,30982.0,38837.7,93362.0,,,
591,1981-07-01,Prince Edward Island,38,198.0,82.1,160.0,,,
592,1981-07-01,Quebec,2209,26430.0,18842.3,36491.0,,,
593,1981-07-01,Canada,8420,120289.0,126686.2,287948.0,39.2,41.6,40.8
594,1981-08-01,Alberta,777,7985.782608695652,3579.4434782608696,12667.260869565218,,,
595,1981-08-01,British Columbia,1025,8650.565217391304,4584.6869565217385,14936.521739130436,,,
596,1981-08-01,Manitoba,361,9980.130434782608,6595.173913043478,19475.04347826087,,,
597,1981-08-01,New Brunswick,218,10644.91304347826,7600.417391304348,21744.304347826088,,,
598,1981-08-01,Newfoundland and Labrador,151,11309.695652173912,8605.660869565218,24013.565217391304,,,
599,1981-08-01,Ontario,3030,12639.260869565216,10616.147826086955,28552.08695652174,,,
600,1981-08-01,Prince Edward Island,38,13304.043478260868,11621.391304347824,30821.34782608696,,,
601,1981-08-01,Quebec,2209,13968.82608695652,12626.634782608697,33090.608695652176,,,
602,1981-08-01,Canada,8420,9315.347826086956,5589.930434782608,17205.782608695652,39.0,41.5,40.6
603,1981-09-01,Alberta,777,15298.391304347826,14637.121739130434,37629.13043478261,,,
604,1981-09-01,British Columbia,1025,15963.173913043478,15642.365217391303,39898.391304347824,,,
605,1981-09-01,Manitoba,361,17292.739130434784,17652.852173913045,44436.91304347826,,,
606,1981-09-01,New Brunswick,218,17957.521739130432,18658.095652173917,46706.17391304348,,,
607,1981-09-01,Newfoundland and Labrador,151,18622.304347826088,19663.339130434782,48975.434782608696,,,
608,1981-09-01,Ontario,3030,19951.869565217392,21673.826086956524,53513.956521739135,,,
609,1981-09-01,Prince Edward Island,38,20616.65217391304,22679.069565217396,55783.21739130435,,,
610,1981-09-01,Quebec,2209,21281.434782608696,23684.31304347826,58052.47826086957,,,
611,1981-09-01,Canada,8420,16627.95652173913,16647.608695652172,42167.65217391304,39.0,40.9,40.4
612,1981-10-01,Alberta,777,22611.0,25694.8,62591.0,,,
613,1981-10-01,British Columbia,1025,27969.0,20853.5,60984.0,,,
614,1981-10-01,Manitoba,361,3066.0,695.0,1700.0,,,
615,1981-10-01,New Brunswick,218,1680.0,906.3,2224.0,,,
616,1981-10-01,Newfoundland and Labrador,151,2201.0,1527.6,6699.0,,,
617,1981-10-01,Ontario,3030,33305.0,32661.9,92352.0,,,
618,1981-10-01,Prince Edward Island,38,92.0,28.0,96.0,,,
619,1981-10-01,Quebec,2209,16626.0,15007.7,34902.0,,,
620,1981-10-01,Canada,8420,115057.0,103828.2,275929.0,38.8,40.9,40.3
621,1981-11-01,Alberta,777,5334.347826086956,4701.195652173913,12039.478260869564,,,
622,1981-11-01,British Columbia,1025,5865.695652173913,5272.891304347826,14367.95652173913,,,
623,1981-11-01,Manitoba,361,6928.391304347826,6416.282608695652,19024.91304347826,,,
624,1981-11-01,New Brunswick,218,7459.739130434782,6987.978260869565,21353.391304347824,,,
625,1981-11-01,Newfoundland and Labrador,151,7991.086956521739,7559.673913043478,23681.869565217392,,,
626,1981-11-01,Ontario,3030,9053.782608695652,8703.065217391304,28338.82608695652,,,
627,1981-11-01,Prince Edward Island,38,9585.130434782608,9274.760869565216,30667.304347826084,,,
628,1981-11-01,Quebec,2209,10116.478260869564,9846.45652173913,32995.78260869565,,,
629,1981-11-01,Canada,8420,6397.04347826087,5844.586956521739,16696.434782608696,38.8,40.4,40.2
