REF_DATE,Province,Number_of_Households
1997-06-30,Ontario,4111
1997-06-30,Prince Edward Island,49
1997-06-30,Quebec,2903
1997-06-30,Saskatchewan,385
1997-07-31,Alberta,1033
1997-07-31,British Columbia,1506
1997-07-31,Manitoba,430
1997-07-31,New Brunswick,280
1997-07-31,Newfoundland and Labrador,189
1997-07-31,Nova Scotia,355
1997-07-31,Ontario,4111
1997-07-31,Prince Edward Island,49
1997-07-31,Quebec,2903
1997-07-31,Saskatchewan,385
1997-08-31,Alberta,1033
1997-08-31,British Columbia,1506
1997-08-31,Manitoba,430
1997-08-31,New Brunswick,280
1997-08-31,Newfoundland and Labrador,189
1997-08-31,Nova Scotia,355
1997-08-31,Ontario,4111
1997-08-31,Prince Edward Island,49
1997-08-31,Quebec,2903
1997-08-31,Saskatchewan,385
1997-09-30,Alberta,1033
1997-09-30,British Columbia,1506
1997-09-30,Manitoba,430
1997-09-30,New Brunswick,280
1997-09-30,Newfoundland and Labrador,189
1997-09-30,Nova Scotia,355
1997-09-30,Ontario,4111
1997-09-30,Prince Edward Island,49
1997-09-30,Quebec,2903
1997-09-30,Saskatchewan,385
1997-10-31,Alberta,1033
1997-10-31,British Columbia,1506
1997-10-31,Manitoba,430
1997-10-31,New Brunswick,280
1997-10-31,Newfoundland and Labrador,189
1997-10-31,Nova Scotia,355
1997-10-31,Ontario,4111
1997-10-31,Prince Edward Island,49
1997-10-31,Quebec,2903
1997-10-31,Saskatchewan,385
1997-11-30,Alberta,1033
1997-11-30,British Columbia,1506
1997-11-30,Manitoba,430
1997-11-30,New Brunswick,280
1997-11-30,Newfoundland and Labrador,189
1997-11-30,Nova Scotia,355
1997-11-30,Ontario,4111
1997-11-30,Prince Edward Island,49
1997-11-30,Quebec,2903
1997-11-30,Saskatchewan,385
1997-12-31,Alberta,1033
1997-12-31,British Columbia,1506
1997-12-31,Manitoba,430
1997-12-31,New Brunswick,280
1997-12-31,Newfoundland and Labrador,189
1997-12-31,Nova Scotia,355
1997-12-31,Ontario,4111
1997-12-31,Prince Edward Island,49
1997-12-31,Quebec,2903
1997-12-31,Saskatchewan,385
1998-01-31,Alberta,1059
1998-01-31,British Columbia,1529
1998-01-31,Manitoba,434
1998-01-31,New Brunswick,283
1998-01-31,Newfoundland and Labrador,190
1998-01-31,Nova Scotia,359
1998-01-31,Ontario,4179
1998-01-31,Prince Edward Island,49
1998-01-31,Quebec,2938
1998-01-31,Saskatchewan,386
1998-02-28,Alberta,1059
1998-02-28,British Columbia,1529
1998-02-28,Manitoba,434
1998-02-28,New Brunswick,283
1998-02-28,Newfoundland and Labrador,190
1998-02-28,Nova Scotia,359
1998-02-28,Ontario,4179
1998-02-28,Prince Edward Island,49
1998-02-28,Quebec,2938
1998-02-28,Saskatchewan,386
1998-03-31,Alberta,1059
1998-03-31,British Columbia,1529
1998-03-31,Manitoba,434
1998-03-31,New Brunswick,283
1998-03-31,Newfoundland and Labrador,190
1998-03-31,Nova Scotia,359
1998-03-31,Ontario,4179
1998-03-31,Prince Edward Island,49
1998-03-31,Quebec,2938
1998-03-31,Saskatchewan,386
1998-04-30,Alberta,1059
1998-04-30,British Columbia,1529
1998-04-30,Manitoba,434
1998-04-30,New Brunswick,283
1998-04-30,Newfoundland and Labrador,190
1998-04-30,Nova Scotia,359
1998-04-30,Ontario,4179
1998-04-30,Prince Edward Island,49
1998-04-30,Quebec,2938
1998-04-30,Saskatchewan,386
1998-05-31,Alberta,1059
1998-05-31,British Columbia,1529
1998-05-31,Manitoba,434
1998-05-31,New Brunswick,283
1998-05-31,Newfoundland and Labrador,190
1998-05-31,Nova Scotia,359
1998-05-31,Ontario,4179
1998-05-31,Prince Edward Island,49
1998-05-31,Quebec,2938
1998-05-31,Saskatchewan,386
1998-06-30,Alberta,1059
1998-06-30,British Columbia,1529
1998-06-30,Manitoba,434
1998-06-30,New Brunswick,283
1998-06-30,Newfoundland and Labrador,190
1998-06-30,Nova Scotia,359
1998-06-30,Ontario,4179
1998-06-30,Prince Edward Island,49
1998-06-30,Quebec,2938
1998-06-30,Saskatchewan,386
1998-07-31,Alberta,1059
1998-07-31,British Columbia,1529
1998-07-31,Manitoba,434
1998-07-31,New Brunswick,283
1998-07-31,Newfoundland and Labrador,190
1998-07-31,Nova Scotia,359
1998-07-31,Ontario,4179
1998-07-31,Prince Edward Island,49
1998-07-31,Quebec,2938
1998-07-31,Saskatchewan,386
1998-08-31,Alberta,1059
1998-08-31,British Columbia,1529
1998-08-31,Manitoba,434
1998-08-31,New Brunswick,283
1998-08-31,Newfoundland and Labrador,190
1998-08-31,Nova Scotia,359
1998-08-31,Ontario,4179
1998-08-31,Prince Edward Island,49
1998-08-31,Quebec,2938
1998-08-31,Saskatchewan,386
1998-09-30,Alberta,1059
1998-09-30,British Columbia,1529
1998-09-30,Manitoba,434
1998-09-30,New Brunswick,283
1998-09-30,Newfoundland and Labrador,190
1998-09-30,Nova Scotia,359
1998-09-30,Ontario,4179
1998-09-30,Prince Edward Island,49
1998-09-30,Quebec,2938
1998-09-30,Saskatchewan,386
1998-10-31,Alberta,1059
1998-10-31,British Columbia,1529
1998-10-31,Manitoba,434
1998-10-31,New Brunswick,283
1998-10-31,Newfoundland and Labrador,190
1998-10-31,Nova Scotia,359
1998-10-31,Ontario,4179
1998-10-31,Prince Edward Island,49
1998-10-31,Quebec,2938
1998-10-31,Saskatchewan,386
1998-11-30,Alberta,1059
1998-11-30,British Columbia,1529
1998-11-30,Manitoba,434
1998-11-30,New Brunswick,283
1998-11-30,Newfoundland and Labrador,190
1998-11-30,Nova Scotia,359
1998-11-30,Ontario,4179
1998-11-30,Prince Edward Island,49
1998-11-30,Quebec,2938
1998-11-30,Saskatchewan,386
1998-12-31,Alberta,1059
1998-12-31,British Columbia,1529
1998-12-31,Manitoba,434
1998-12-31,New Brunswick,283
1998-12-31,Newfoundland and Labrador,190
1998-12-31,Nova Scotia,359
1998-12-31,Ontario,4179
1998-12-31,Prince Edward Island,49
1998-12-31,Quebec,2938
1998-12-31,Saskatchewan,386
1999-01-31,Alberta,1084
1999-01-31,British Columbia,1552
1999-01-31,Manitoba,437
1999-01-31,New Brunswick,286
1999-01-31,Newfoundland and Labrador,190
1999-01-31,Nova Scotia,362
1999-01-31,Ontario,4246
1999-01-31,Prince Edward Island,50
1999-01-31,Quebec,2974
1999-01-31,Saskatchewan,386
1999-02-28,Alberta,1084
1999-02-28,British Columbia,1552
1999-02-28,Manitoba,437
1999-02-28,New Brunswick,286
1999-02-28,Newfoundland and Labrador,190
1999-02-28,Nova Scotia,362
1999-02-28,Ontario,4246
1999-02-28,Prince Edward Island,50
1999-02-28,Quebec,2974
1999-02-28,Saskatchewan,386
1999-03-31,Alberta,1084
1999-03-31,British Columbia,1552
1999-03-31,Manitoba,437
1999-03-31,New Brunswick,286
1999-03-31,Newfoundland and Labrador,190
1999-03-31,Nova Scotia,362
1999-03-31,Ontario,4246
1999-03-31,Prince Edward Island,50
1999-03-31,Quebec,2974
1999-03-31,Saskatchewan,386
1999-04-30,Alberta,1084
1999-04-30,British Columbia,1552
1999-04-30,Manitoba,437
1999-04-30,New Brunswick,286
1999-04-30,Newfoundland and Labrador,190
1999-04-30,Nova Scotia,362
1999-04-30,Ontario,4246
1999-04-30,Prince Edward Island,50
1999-04-30,Quebec,2974
1999-04-30,Saskatchewan,386
1999-05-31,Alberta,1084
1999-05-31,British Columbia,1552
1999-05-31,Manitoba,437
1999-05-31,New Brunswick,286
1999-05-31,Newfoundland and Labrador,190
1999-05-31,Nova Scotia,362
1999-05-31,Ontario,4246
1999-05-31,Prince Edward Island,50
1999-05-31,Quebec,2974
1999-05-31,Saskatchewan,386
1999-06-30,Alberta,1084
1999-06-30,British Columbia,1552
1999-06-30,Manitoba,437
1999-06-30,New Brunswick,286
1999-06-30,Newfoundland and Labrador,190
1999-06-30,Nova Scotia,362
1999-06-30,Ontario,4246
1999-06-30,Prince Edward Island,50
1999-06-30,Quebec,2974
1999-06-30,Saskatchewan,386
1999-07-31,Alberta,1084
1999-07-31,British Columbia,1552
1999-07-31,Manitoba,437
1999-07-31,New Brunswick,286
1999-07-31,Newfoundland and Labrador,190
1999-07-31,Nova Scotia,362
1999-07-31,Ontario,4246
1999-07-31,Prince Edward Island,50
1999-07-31,Quebec,2974
1999-07-31,Saskatchewan,386
1999-08-31,Alberta,1084
1999-08-31,British Columbia,1552
1999-08-31,Manitoba,437
1999-08-31,New Brunswick,286
1999-08-31,Newfoundland and Labrador,190
1999-08-31,Nova Scotia,362
1999-08-31,Ontario,4246
1999-08-31,Prince Edward Island,50
1999-08-31,Quebec,2974
1999-08-31,Saskatchewan,386
1999-09-30,Alberta,1084
1999-09-30,British Columbia,1552
1999-09-30,Manitoba,437
1999-09-30,New Brunswick,286
1999-09-30,Newfoundland and Labrador,190
1999-09-30,Nova Scotia,362
1999-09-30,Ontario,4246
1999-09-30,Prince Edward Island,50
1999-09-30,Quebec,2974
1999-09-30,Saskatchewan,386
1999-10-31,Alberta,1084
1999-10-31,British Columbia,1552
1999-10-31,Manitoba,437
1999-10-31,New Brunswick,286
1999-10-31,Newfoundland and Labrador,190
1999-10-31,Nova Scotia,362
1999-10-31,Ontario,4246
1999-10-31,Prince Edward Island,50
1999-10-31,Quebec,2974
1999-10-31,Saskatchewan,386
1999-11-30,Alberta,1084
1999-11-30,British Columbia,1552
1999-11-30,Manitoba,437
1999-11-30,New Brunswick,286
1999-11-30,Newfoundland and Labrador,190
1999-11-30,Nova Scotia,362
1999-11-30,Ontario,4246
1999-11-30,Prince Edward Island,50
1999-11-30,Quebec,2974
1999-11-30,Saskatchewan,386
1999-12-31,Alberta,1084
1999-12-31,British Columbia,1552
1999-12-31,Manitoba,437
1999-12-31,New Brunswick,286
1999-12-31,Newfoundland and Labrador,190
1999-12-31,Nova Scotia,362
1999-12-31,Ontario,4246
1999-12-31,Prince Edward Island,50
1999-12-31,Quebec,2974
1999-12-31,Saskatchewan,386
2000-01-31,Alberta,1110
2000-01-31,British Columbia,1575
2000-01-31,Manitoba,441
2000-01-31,New Brunswick,289
2000-01-31,Newfoundland and Labrador,191
2000-01-31,Nova Scotia,366
2000-01-31,Ontario,4314
2000-01-31,Prince Edward Island,50
2000-01-31,Quebec,3009
2000-01-31,Saskatchewan,387
2000-02-29,Alberta,1110
2000-02-29,British Columbia,1575
2000-02-29,Manitoba,441
2000-02-29,New Brunswick,289
2000-02-29,Newfoundland and Labrador,191
2000-02-29,Nova Scotia,366
2000-02-29,Ontario,4314
2000-02-29,Prince Edward Island,50
2000-02-29,Quebec,3009
2000-02-29,Saskatchewan,387
2000-03-31,Alberta,1110
2000-03-31,British Columbia,1575
2000-03-31,Manitoba,441
2000-03-31,New Brunswick,289
2000-03-31,Newfoundland and Labrador,191
2000-03-31,Nova Scotia,366
2000-03-31,Ontario,4314
2000-03-31,Prince Edward Island,50
2000-03-31,Quebec,3009
2000-03-31,Saskatchewan,387
2000-04-30,Alberta,1110
2000-04-30,British Columbia,1575
2000-04-30,Manitoba,441
2000-04-30,New Brunswick,289
2000-04-30,Newfoundland and Labrador,191
2000-04-30,Nova Scotia,366
2000-04-30,Ontario,4314
2000-04-30,Prince Edward Island,50
2000-04-30,Quebec,3009
2000-04-30,Saskatchewan,387
2000-05-31,Alberta,1110
2000-05-31,British Columbia,1575
2000-05-31,Manitoba,441
2000-05-31,New Brunswick,289
2000-05-31,Newfoundland and Labrador,191
2000-05-31,Nova Scotia,366
2000-05-31,Ontario,4314
2000-05-31,Prince Edward Island,50
2000-05-31,Quebec,3009
2000-05-31,Saskatchewan,387
2000-06-30,Alberta,1110
2000-06-30,British Columbia,1575
2000-06-30,Manitoba,441
2000-06-30,New Brunswick,289
2000-06-30,Newfoundland and Labrador,191
2000-06-30,Nova Scotia,366
2000-06-30,Ontario,4314
2000-06-30,Prince Edward Island,50
2000-06-30,Quebec,3009
2000-06-30,Saskatchewan,387
2000-07-31,Alberta,1110
2000-07-31,British Columbia,1575
2000-07-31,Manitoba,441
2000-07-31,New Brunswick,289
2000-07-31,Newfoundland and Labrador,191
2000-07-31,Nova Scotia,366
2000-07-31,Ontario,4314
2000-07-31,Prince Edward Island,50
2000-07-31,Quebec,3009
2000-07-31,Saskatchewan,387
2000-08-31,Alberta,1110
2000-08-31,British Columbia,1575
2000-08-31,Manitoba,441
2000-08-31,New Brunswick,289
2000-08-31,Newfoundland and Labrador,191
2000-08-31,Nova Scotia,366
2000-08-31,Ontario,4314
2000-08-31,Prince Edward Island,50
2000-08-31,Quebec,3009
2000-08-31,Saskatchewan,387
2000-09-30,Alberta,1110
2000-09-30,British Columbia,1575
2000-09-30,Manitoba,441
2000-09-30,New Brunswick,289
2000-09-30,Newfoundland and Labrador,191
2000-09-30,Nova Scotia,366
2000-09-30,Ontario,4314
2000-09-30,Prince Edward Island,50
2000-09-30,Quebec,3009
2000-09-30,Saskatchewan,387
2000-10-31,Alberta,1110
2000-10-31,British Columbia,1575
2000-10-31,Manitoba,441
2000-10-31,New Brunswick,289
2000-10-31,Newfoundland and Labrador,191
2000-10-31,Nova Scotia,366
2000-10-31,Ontario,4314
2000-10-31,Prince Edward Island,50
2000-10-31,Quebec,3009
2000-10-31,Saskatchewan,387
2000-11-30,Alberta,1110
2000-11-30,British Columbia,1575
2000-11-30,Manitoba,441
2000-11-30,New Brunswick,289
2000-11-30,Newfoundland and Labrador,191
2000-11-30,Nova Scotia,366
2000-11-30,Ontario,4314
2000-11-30,Prince Edward Island,50
2000-11-30,Quebec,3009
2000-11-30,Saskatchewan,387
2000-12-31,Alberta,1110
2000-12-31,British Columbia,1575
2000-12-31,Manitoba,441
2000-12-31,New Brunswick,289
2000-12-31,Newfoundland and Labrador,191
2000-12-31,Nova Scotia,366
2000-12-31,Ontario,4314
2000-12-31,Prince Edward Island,50
2000-12-31,Quebec,3009
2000-12-31,Saskatchewan,387
2001-01-31,Alberta,1135
2001-01-31,British Columbia,1598
2001-01-31,Manitoba,444
2001-01-31,New Brunswick,292
2001-01-31,Newfoundland and Labrador,192
2001-01-31,Nova Scotia,370
2001-01-31,Ontario,4381
2001-01-31,Prince Edward Island,51
2001-01-31,Quebec,3044
2001-01-31,Saskatchewan,388
2001-02-28,Alberta,1135
2001-02-28,British Columbia,1598
2001-02-28,Manitoba,444
2001-02-28,New Brunswick,292
2001-02-28,Newfoundland and Labrador,192
2001-02-28,Nova Scotia,370
2001-02-28,Ontario,4381
2001-02-28,Prince Edward Island,51
2001-02-28,Quebec,3044
2001-02-28,Saskatchewan,388
2001-03-31,Alberta,1135
2001-03-31,British Columbia,1598
2001-03-31,Manitoba,444
2001-03-31,New Brunswick,292
2001-03-31,Newfoundland and Labrador,192
2001-03-31,Nova Scotia,370
2001-03-31,Ontario,4381
2001-03-31,Prince Edward Island,51
2001-03-31,Quebec,3044
2001-03-31,Saskatchewan,388
2001-04-30,Alberta,1135
2001-04-30,British Columbia,1598
2001-04-30,Manitoba,444
2001-04-30,New Brunswick,292
2001-04-30,Newfoundland and Labrador,192
2001-04-30,Nova Scotia,370
2001-04-30,Ontario,4381
2001-04-30,Prince Edward Island,51
2001-04-30,Quebec,3044
2001-04-30,Saskatchewan,388
2001-05-31,Alberta,1135
2001-05-31,British Columbia,1598
2001-05-31,Manitoba,444
2001-05-31,New Brunswick,292
2001-05-31,Newfoundland and Labrador,192
2001-05-31,Nova Scotia,370
2001-05-31,Ontario,4381
2001-05-31,Prince Edward Island,51
2001-05-31,Quebec,3044
2001-05-31,Saskatchewan,388
2001-06-30,Alberta,1135
2001-06-30,British Columbia,1598
2001-06-30,Manitoba,444
2001-06-30,New Brunswick,292
2001-06-30,Newfoundland and Labrador,192
2001-06-30,Nova Scotia,370
2001-06-30,Ontario,4381
2001-06-30,Prince Edward Island,51
2001-06-30,Quebec,3044
2001-06-30,Saskatchewan,388
2001-07-31,Alberta,1135
2001-07-31,British Columbia,1598
2001-07-31,Manitoba,444
2001-07-31,New Brunswick,292
2001-07-31,Newfoundland and Labrador,192
2001-07-31,Nova Scotia,370
2001-07-31,Ontario,4381
2001-07-31,Prince Edward Island,51
2001-07-31,Quebec,3044
2001-07-31,Saskatchewan,388
2001-08-31,Alberta,1135
2001-08-31,British Columbia,1598
2001-08-31,Manitoba,444
2001-08-31,New Brunswick,292
2001-08-31,Newfoundland and Labrador,192
2001-08-31,Nova Scotia,370
2001-08-31,Ontario,4381
2001-08-31,Prince Edward Island,51
2001-08-31,Quebec,3044
2001-08-31,Saskatchewan,388
2001-09-30,Alberta,1135
2001-09-30,British Columbia,1598
2001-09-30,Manitoba,444
2001-09-30,New Brunswick,292
2001-09-30,Newfoundland and Labrador,192
2001-09-30,Nova Scotia,370
2001-09-30,Ontario,4381
2001-09-30,Prince Edward Island,51
2001-09-30,Quebec,3044
2001-09-30,Saskatchewan,388
2001-10-31,Alberta,1135
2001-10-31,British Columbia,1598
2001-10-31,Manitoba,444
2001-10-31,New Brunswick,292
2001-10-31,Newfoundland and Labrador,192
2001-10-31,Nova Scotia,370
2001-10-31,Ontario,4381
2001-10-31,Prince Edward Island,51
2001-10-31,Quebec,3044
2001-10-31,Saskatchewan,388
2001-11-30,Alberta,1135
2001-11-30,British Columbia,1598
2001-11-30,Manitoba,444
2001-11-30,New Brunswick,292
2001-11-30,Newfoundland and Labrador,192
2001-11-30,Nova Scotia,370
2001-11-30,Ontario,4381
2001-11-30,Prince Edward Island,51
2001-11-30,Quebec,3044
2001-11-30,Saskatchewan,388
2001-12-31,Alberta,1135
2001-12-31,British Columbia,1598
2001-12-31,Manitoba,444
2001-12-31,New Brunswick,292
2001-12-31,Newfoundland and Labrador,192
2001-12-31,Nova Scotia,370
2001-12-31,Ontario,4381
2001-12-31,Prince Edward Island,51
2001-12-31,Quebec,3044
2001-12-31,Saskatchewan,388
2002-01-31,Alberta,1169
2002-01-31,British Columbia,1616
2002-01-31,Manitoba,448
2002-01-31,New Brunswick,294
2002-01-31,Newfoundland and Labrador,193
2002-01-31,Nova Scotia,373
2002-01-31,Ontario,4451
2002-01-31,Prince Edward Island,52
2002-01-31,Quebec,3080
2002-01-31,Saskatchewan,390
2002-02-28,Alberta,1169
2002-02-28,British Columbia,1616
2002-02-28,Manitoba,448
2002-02-28,New Brunswick,294
2002-02-28,Newfoundland and Labrador,193
2002-02-28,Nova Scotia,373
2002-02-28,Ontario,4451
2002-02-28,Prince Edward Island,52
2002-02-28,Quebec,3080
2002-02-28,Saskatchewan,390
2002-03-31,Alberta,1169
2002-03-31,British Columbia,1616
2002-03-31,Manitoba,448
2002-03-31,New Brunswick,294
2002-03-31,Newfoundland and Labrador,193
2002-03-31,Nova Scotia,373
2002-03-31,Ontario,4451
2002-03-31,Prince Edward Island,52
2002-03-31,Quebec,3080
2002-03-31,Saskatchewan,390
2002-04-30,Alberta,1169
2002-04-30,British Columbia,1616
2002-04-30,Manitoba,448
2002-04-30,New Brunswick,294
2002-04-30,Newfoundland and Labrador,193
2002-04-30,Nova Scotia,373
2002-04-30,Ontario,4451
2002-04-30,Prince Edward Island,52
2002-04-30,Quebec,3080
2002-04-30,Saskatchewan,390
2002-05-31,Alberta,1169
2002-05-31,British Columbia,1616
2002-05-31,Manitoba,448
2002-05-31,New Brunswick,294
2002-05-31,Newfoundland and Labrador,193
2002-05-31,Nova Scotia,373
2002-05-31,Ontario,4451
2002-05-31,Prince Edward Island,52
2002-05-31,Quebec,3080
2002-05-31,Saskatchewan,390
2002-06-30,Alberta,1169
2002-06-30,British Columbia,1616
2002-06-30,Manitoba,448
2002-06-30,New Brunswick,294
2002-06-30,Newfoundland and Labrador,193
2002-06-30,Nova Scotia,373
2002-06-30,Ontario,4451
2002-06-30,Prince Edward Island,52
2002-06-30,Quebec,3080
2002-06-30,Saskatchewan,390
2002-07-31,Alberta,1169
2002-07-31,British Columbia,1616
2002-07-31,Manitoba,448
2002-07-31,New Brunswick,294
2002-07-31,Newfoundland and Labrador,193
2002-07-31,Nova Scotia,373
2002-07-31,Ontario,4451
2002-07-31,Prince Edward Island,52
2002-07-31,Quebec,3080
2002-07-31,Saskatchewan,390
2002-08-31,Alberta,1169
2002-08-31,British Columbia,1616
2002-08-31,Manitoba,448
2002-08-31,New Brunswick,294
2002-08-31,Newfoundland and Labrador,193
2002-08-31,Nova Scotia,373
2002-08-31,Ontario,4451
2002-08-31,Prince Edward Island,52
2002-08-31,Quebec,3080
2002-08-31,Saskatchewan,390
2002-09-30,Alberta,1169
2002-09-30,British Columbia,1616
2002-09-30,Manitoba,448
2002-09-30,New Brunswick,294
2002-09-30,Newfoundland and Labrador,193
2002-09-30,Nova Scotia,373
2002-09-30,Ontario,4451
2002-09-30,Prince Edward Island,52
2002-09-30,Quebec,3080
2002-09-30,Saskatchewan,390
2002-10-31,Alberta,1169
2002-10-31,British Columbia,1616
2002-10-31,Manitoba,448
2002-10-31,New Brunswick,294
2002-10-31,Newfoundland and Labrador,193
2002-10-31,Nova Scotia,373
2002-10-31,Ontario,4451
2002-10-31,Prince Edward Island,52
2002-10-31,Quebec,3080
2002-10-31,Saskatchewan,390
2002-11-30,Alberta,1169
2002-11-30,British Columbia,1616
2002-11-30,Manitoba,448
2002-11-30,New Brunswick,294
2002-11-30,Newfoundland and Labrador,193
2002-11-30,Nova Scotia,373
2002-11-30,Ontario,4451
2002-11-30,Prince Edward Island,52
2002-11-30,Quebec,3080
2002-11-30,Saskatchewan,390
2002-12-31,Alberta,1169
2002-12-31,British Columbia,1616
2002-12-31,Manitoba,448
2002-12-31,New Brunswick,294
2002-12-31,Newfoundland and Labrador,193
2002-12-31,Nova Scotia,373
2002-12-31,Ontario,4451
2002-12-31,Prince Edward Island,52
2002-12-31,Quebec,3080
2002-12-31,Saskatchewan,390
2003-01-31,Alberta,1203
2003-01-31,British Columbia,1635
2003-01-31,Manitoba,451
2003-01-31,New Brunswick,296
2003-01-31,Newfoundland and Labrador,195
2003-01-31,Nova Scotia,376
2003-01-31,Ontario,4521
2003-01-31,Prince Edward Island,52
2003-01-31,Quebec,3116
2003-01-31,Saskatchewan,391
2003-02-28,Alberta,1203
2003-02-28,British Columbia,1635
2003-02-28,Manitoba,451
2003-02-28,New Brunswick,296
2003-02-28,Newfoundland and Labrador,195
2003-02-28,Nova Scotia,376
2003-02-28,Ontario,4521
2003-02-28,Prince Edward Island,52
2003-02-28,Quebec,3116
2003-02-28,Saskatchewan,391
2003-03-31,Alberta,1203
2003-03-31,British Columbia,1635
2003-03-31,Manitoba,451
2003-03-31,New Brunswick,296
2003-03-31,Newfoundland and Labrador,195
2003-03-31,Nova Scotia,376
2003-03-31,Ontario,4521
2003-03-31,Prince Edward Island,52
2003-03-31,Quebec,3116
2003-03-31,Saskatchewan,391
2003-04-30,Alberta,1203
2003-04-30,British Columbia,1635
2003-04-30,Manitoba,451
2003-04-30,New Brunswick,296
2003-04-30,Newfoundland and Labrador,195
2003-04-30,Nova Scotia,376
2003-04-30,Ontario,4521
2003-04-30,Prince Edward Island,52
2003-04-30,Quebec,3116
2003-04-30,Saskatchewan,391
2003-05-31,Alberta,1203
2003-05-31,British Columbia,1635
2003-05-31,Manitoba,451
2003-05-31,New Brunswick,296
2003-05-31,Newfoundland and Labrador,195
2003-05-31,Nova Scotia,376
2003-05-31,Ontario,4521
2003-05-31,Prince Edward Island,52
2003-05-31,Quebec,3116
2003-05-31,Saskatchewan,391
2003-06-30,Alberta,1203
