REF_DATE,GEO,Housing estimates,VALUE
2006-07,Ontario,Housing under construction,43192.0
2006-07,Ontario,Housing under construction,2289.0
2006-07,Ontario,Housing under construction,7938.0
2006-07,Ontario,Housing under construction,32965.0
2006-07,Ontario,Housing completions,20833.0
2006-07,Ontario,Housing completions,10621.0
2006-07,Ontario,Housing completions,10212.0
2006-07,Ontario,Housing completions,1383.0
2006-07,Ontario,Housing completions,3405.0
2006-07,Ontario,Housing completions,5424.0
2006-07,British Columbia,Housing starts,9891.0
2006-07,British Columbia,Housing starts,36.7
2006-07,British Columbia,Housing starts,4431.0
2006-07,British Columbia,Housing starts,5460.0
2006-07,British Columbia,Housing starts,614.0
2006-07,British Columbia,Housing starts,1474.0
2006-07,British Columbia,Housing starts,3372.0
2006-07,British Columbia,Housing under construction,37890.0
2006-07,British Columbia,Housing under construction,11323.0
2006-07,British Columbia,Housing under construction,26567.0
2006-07,British Columbia,Housing under construction,1661.0
2006-07,British Columbia,Housing under construction,3540.0
2006-07,British Columbia,Housing under construction,21366.0
2006-07,British Columbia,Housing completions,8915.0
2006-07,British Columbia,Housing completions,4050.0
2006-07,British Columbia,Housing completions,4865.0
2006-07,British Columbia,Housing completions,546.0
2006-07,British Columbia,Housing completions,976.0
2006-07,British Columbia,Housing completions,3343.0
2006-10,Canada,Housing starts,58052.0
2006-10,Canada,Housing starts,224.5
2006-10,Canada,Housing starts,28823.0
2006-10,Canada,Housing starts,117.0
2006-10,Canada,Housing starts,29229.0
2006-10,Canada,Housing starts,107.5
2006-10,Canada,Housing starts,3700.0
2006-10,Canada,Housing starts,5291.0
2006-10,Canada,Housing starts,20238.0
2006-10,Canada,Housing under construction,178721.0
2006-10,Canada,Housing under construction,62137.0
2006-10,Canada,Housing under construction,116584.0
2006-10,Canada,Housing under construction,8055.0
2006-10,Canada,Housing under construction,16329.0
2006-10,Canada,Housing under construction,92200.0
2006-10,Canada,Housing completions,54827.0
2006-10,Canada,Housing completions,31006.0
2006-10,Canada,Housing completions,23821.0
2006-10,Canada,Housing completions,3334.0
2006-10,Canada,Housing completions,4741.0
2006-10,Canada,Housing completions,15746.0
2006-10,Quebec,Housing starts,14438.0
2006-10,Quebec,Housing starts,52.6
2006-10,Quebec,Housing starts,5423.0
2006-10,Quebec,Housing starts,9015.0
2006-10,Quebec,Housing starts,743.0
2006-10,Quebec,Housing starts,365.0
2006-10,Quebec,Housing starts,7907.0
2006-10,Quebec,Housing under construction,26639.0
2006-10,Quebec,Housing under construction,7908.0
2006-10,Quebec,Housing under construction,18731.0
2006-10,Quebec,Housing under construction,716.0
2006-10,Quebec,Housing under construction,577.0
2006-10,Quebec,Housing under construction,17438.0
2006-10,Quebec,Housing completions,13240.0
2006-10,Quebec,Housing completions,5759.0
2006-10,Quebec,Housing completions,7481.0
2006-10,Quebec,Housing completions,631.0
2006-10,Quebec,Housing completions,471.0
2006-10,Quebec,Housing completions,6379.0
2006-10,Ontario,Housing starts,17626.0
2006-10,Ontario,Housing starts,66.7
2006-10,Ontario,Housing starts,9381.0
2006-10,Ontario,Housing starts,8245.0
2006-10,Ontario,Housing starts,1133.0
2006-10,Ontario,Housing starts,2697.0
2006-10,Ontario,Housing starts,4415.0
2006-10,Ontario,Housing under construction,64837.0
2006-10,Ontario,Housing under construction,20135.0
2006-10,Ontario,Housing under construction,44702.0
2006-10,Ontario,Housing under construction,2290.0
2006-10,Ontario,Housing under construction,8159.0
2006-10,Ontario,Housing under construction,34253.0
2006-10,Ontario,Housing completions,17101.0
2006-10,Ontario,Housing completions,10501.0
2006-10,Ontario,Housing completions,6600.0
2006-10,Ontario,Housing completions,1124.0
2006-10,Ontario,Housing completions,2464.0
2006-10,Ontario,Housing completions,3012.0
2006-10,British Columbia,Housing starts,8708.0
2006-10,British Columbia,Housing starts,35.3
2006-10,British Columbia,Housing starts,3422.0
2006-10,British Columbia,Housing starts,5286.0
2006-10,British Columbia,Housing starts,606.0
2006-10,British Columbia,Housing starts,1207.0
2006-10,British Columbia,Housing starts,3473.0
2006-10,British Columbia,Housing under construction,38470.0
2006-10,British Columbia,Housing under construction,10940.0
2006-10,British Columbia,Housing under construction,27530.0
2006-10,British Columbia,Housing under construction,1786.0
2006-10,British Columbia,Housing under construction,3765.0
2006-10,British Columbia,Housing under construction,21979.0
2006-10,British Columbia,Housing completions,7815.0
2006-10,British Columbia,Housing completions,3543.0
2006-10,British Columbia,Housing completions,4272.0
2006-10,British Columbia,Housing completions,451.0
2006-10,British Columbia,Housing completions,967.0
2006-10,British Columbia,Housing completions,2854.0
2007-01,Canada,Housing starts,40716.0
2007-01,Canada,Housing starts,225.2
2007-01,Canada,Housing starts,19221.0
2007-01,Canada,Housing starts,118.8
2007-01,Canada,Housing starts,21495.0
2007-01,Canada,Housing starts,106.4
2007-01,Canada,Housing starts,2837.0
2007-01,Canada,Housing starts,4464.0
2007-01,Canada,Housing starts,14194.0
2007-01,Canada,Housing under construction,172460.0
2007-01,Canada,Housing under construction,56335.0
2007-01,Canada,Housing under construction,116125.0
2007-01,Canada,Housing under construction,8168.0
2007-01,Canada,Housing under construction,16597.0
2007-01,Canada,Housing under construction,91360.0
2007-01,Canada,Housing completions,46516.0
2007-01,Canada,Housing completions,24758.0
2007-01,Canada,Housing completions,21758.0
2007-01,Canada,Housing completions,2708.0
2007-01,Canada,Housing completions,4233.0
2007-01,Canada,Housing completions,14817.0
2007-01,Quebec,Housing starts,8092.0
2007-01,Quebec,Housing starts,47.7
2007-01,Quebec,Housing starts,3236.0
2007-01,Quebec,Housing starts,4856.0
2007-01,Quebec,Housing starts,537.0
2007-01,Quebec,Housing starts,301.0
2007-01,Quebec,Housing starts,4018.0
2007-01,Quebec,Housing under construction,24848.0
2007-01,Quebec,Housing under construction,7013.0
2007-01,Quebec,Housing under construction,17835.0
2007-01,Quebec,Housing under construction,767.0
2007-01,Quebec,Housing under construction,702.0
2007-01,Quebec,Housing under construction,16366.0
2007-01,Quebec,Housing completions,9427.0
2007-01,Quebec,Housing completions,3949.0
2007-01,Quebec,Housing completions,5478.0
2007-01,Quebec,Housing completions,455.0
2007-01,Quebec,Housing completions,184.0
2007-01,Quebec,Housing completions,4839.0
2007-01,Ontario,Housing starts,10839.0
2007-01,Ontario,Housing starts,65.8
2007-01,Ontario,Housing starts,5436.0
2007-01,Ontario,Housing starts,5403.0
2007-01,Ontario,Housing starts,952.0
2007-01,Ontario,Housing starts,2003.0
2007-01,Ontario,Housing starts,2448.0
2007-01,Ontario,Housing under construction,60038.0
2007-01,Ontario,Housing under construction,17206.0
2007-01,Ontario,Housing under construction,42832.0
2007-01,Ontario,Housing under construction,2437.0
2007-01,Ontario,Housing under construction,7894.0
2007-01,Ontario,Housing under construction,32501.0
2007-01,Ontario,Housing completions,15674.0
2007-01,Ontario,Housing completions,8359.0
2007-01,Ontario,Housing completions,7315.0
2007-01,Ontario,Housing completions,807.0
2007-01,Ontario,Housing completions,2255.0
2007-01,Ontario,Housing completions,4253.0
2007-01,British Columbia,Housing starts,8199.0
2007-01,British Columbia,Housing starts,38.7
2007-01,British Columbia,Housing starts,2808.0
2007-01,British Columbia,Housing starts,5391.0
2007-01,British Columbia,Housing starts,446.0
2007-01,British Columbia,Housing starts,750.0
2007-01,British Columbia,Housing starts,4195.0
2007-01,British Columbia,Housing under construction,38995.0
2007-01,British Columbia,Housing under construction,10719.0
2007-01,British Columbia,Housing under construction,28276.0
2007-01,British Columbia,Housing under construction,1770.0
2007-01,British Columbia,Housing under construction,3738.0
2007-01,British Columbia,Housing under construction,22768.0
2007-01,British Columbia,Housing completions,7684.0
2007-01,British Columbia,Housing completions,3044.0
2007-01,British Columbia,Housing completions,4640.0
2007-01,British Columbia,Housing completions,464.0
2007-01,British Columbia,Housing completions,778.0
2007-01,British Columbia,Housing completions,3398.0
2007-04,Canada,Housing starts,64615.0
2007-04,Canada,Housing starts,227.8
2007-04,Canada,Housing starts,35673.0
2007-04,Canada,Housing starts,119.1
2007-04,Canada,Housing starts,28942.0
2007-04,Canada,Housing starts,108.7
2007-04,Canada,Housing starts,4343.0
2007-04,Canada,Housing starts,6845.0
2007-04,Canada,Housing starts,17754.0
2007-04,Canada,Housing under construction,187142.0
2007-04,Canada,Housing under construction,65628.0
2007-04,Canada,Housing under construction,121514.0
2007-04,Canada,Housing under construction,9163.0
2007-04,Canada,Housing under construction,18638.0
2007-04,Canada,Housing under construction,93713.0
2007-04,Canada,Housing completions,50517.0
2007-04,Canada,Housing completions,26831.0
2007-04,Canada,Housing completions,23686.0
2007-04,Canada,Housing completions,3369.0
2007-04,Canada,Housing completions,4823.0
2007-04,Canada,Housing completions,15494.0
2007-04,Quebec,Housing starts,15550.0
2007-04,Quebec,Housing starts,50.9
2007-04,Quebec,Housing starts,8141.0
2007-04,Quebec,Housing starts,7409.0
2007-04,Quebec,Housing starts,909.0
2007-04,Quebec,Housing starts,569.0
2007-04,Quebec,Housing starts,5931.0
2007-04,Quebec,Housing under construction,28186.0
2007-04,Quebec,Housing under construction,10353.0
2007-04,Quebec,Housing under construction,17833.0
2007-04,Quebec,Housing under construction,1065.0
2007-04,Quebec,Housing under construction,936.0
2007-04,Quebec,Housing under construction,15832.0
2007-04,Quebec,Housing completions,12815.0
2007-04,Quebec,Housing completions,5121.0
2007-04,Quebec,Housing completions,7694.0
2007-04,Quebec,Housing completions,670.0
2007-04,Quebec,Housing completions,332.0
2007-04,Quebec,Housing completions,6692.0
2007-04,Ontario,Housing starts,19150.0
2007-04,Ontario,Housing starts,68.2
2007-04,Ontario,Housing starts,10643.0
2007-04,Ontario,Housing starts,8507.0
2007-04,Ontario,Housing starts,1231.0
2007-04,Ontario,Housing starts,3586.0
2007-04,Ontario,Housing starts,3690.0
2007-04,Ontario,Housing under construction,65554.0
2007-04,Ontario,Housing under construction,19973.0
2007-04,Ontario,Housing under construction,45581.0
2007-04,Ontario,Housing under construction,2672.0
2007-04,Ontario,Housing under construction,9082.0
2007-04,Ontario,Housing under construction,33827.0
2007-04,Ontario,Housing completions,13707.0
2007-04,Ontario,Housing completions,7990.0
2007-04,Ontario,Housing completions,5717.0
2007-04,Ontario,Housing completions,938.0
2007-04,Ontario,Housing completions,2405.0
2007-04,Ontario,Housing completions,2374.0
2007-04,British Columbia,Housing starts,9878.0
2007-04,British Columbia,Housing starts,36.8
2007-04,British Columbia,Housing starts,3935.0
2007-04,British Columbia,Housing starts,5943.0
2007-04,British Columbia,Housing starts,598.0
2007-04,British Columbia,Housing starts,1148.0
2007-04,British Columbia,Housing starts,4197.0
2007-04,British Columbia,Housing under construction,40277.0
2007-04,British Columbia,Housing under construction,11058.0
2007-04,British Columbia,Housing under construction,29219.0
2007-04,British Columbia,Housing under construction,1868.0
2007-04,British Columbia,Housing under construction,3743.0
2007-04,British Columbia,Housing under construction,23608.0
2007-04,British Columbia,Housing completions,8602.0
2007-04,British Columbia,Housing completions,3598.0
2007-04,British Columbia,Housing completions,5004.0
2007-04,British Columbia,Housing completions,501.0
2007-04,British Columbia,Housing completions,1142.0
2007-04,British Columbia,Housing completions,3361.0
2007-07,Canada,Housing starts,67838.0
2007-07,Canada,Housing starts,241.0
2007-07,Canada,Housing starts,35174.0
2007-07,Canada,Housing starts,119.8
2007-07,Canada,Housing starts,32664.0
2007-07,Canada,Housing starts,121.2
2007-07,Canada,Housing starts,3768.0
2007-07,Canada,Housing starts,6358.0
2007-07,Canada,Housing starts,22538.0
2007-07,Canada,Housing under construction,198182.0
2007-07,Canada,Housing under construction,69251.0
2007-07,Canada,Housing under construction,128931.0
2007-07,Canada,Housing under construction,9127.0
2007-07,Canada,Housing under construction,19389.0
2007-07,Canada,Housing under construction,100415.0
2007-07,Canada,Housing completions,56042.0
2007-07,Canada,Housing completions,30902.0
2007-07,Canada,Housing completions,25140.0
2007-07,Canada,Housing completions,3760.0
2007-07,Canada,Housing completions,5725.0
2007-07,Canada,Housing completions,15655.0
2007-07,Quebec,Housing starts,14181.0
2007-07,Quebec,Housing starts,55.7
2007-07,Quebec,Housing starts,5976.0
2007-07,Quebec,Housing starts,8205.0
2007-07,Quebec,Housing starts,581.0
2007-07,Quebec,Housing starts,628.0
2007-07,Quebec,Housing starts,6996.0
2007-07,Quebec,Housing under construction,27273.0
2007-07,Quebec,Housing under construction,8905.0
2007-07,Quebec,Housing under construction,18368.0
2007-07,Quebec,Housing under construction,807.0
2007-07,Quebec,Housing under construction,1045.0
2007-07,Quebec,Housing under construction,16516.0
2007-07,Quebec,Housing completions,14488.0
2007-07,Quebec,Housing completions,6835.0
2007-07,Quebec,Housing completions,7653.0
2007-07,Quebec,Housing completions,814.0
2007-07,Quebec,Housing completions,585.0
2007-07,Quebec,Housing completions,6254.0
2007-07,Ontario,Housing starts,20833.0
2007-07,Ontario,Housing starts,71.2
2007-07,Ontario,Housing starts,11741.0
2007-07,Ontario,Housing starts,9092.0
2007-07,Ontario,Housing starts,1042.0
2007-07,Ontario,Housing starts,3038.0
2007-07,Ontario,Housing starts,5012.0
2007-07,Ontario,Housing under construction,69637.0
2007-07,Ontario,Housing under construction,22275.0
2007-07,Ontario,Housing under construction,47362.0
